"","x"
"129802","es"
"129803","pt"
"129804",NA
"129805","en"
"129806","es"
"129807","pt"
"129808",NA
"129809","en"
"129810","es"
"129811","pt"
"129812",NA
"129813","en"
"129814","es"
"129815","pt"
"129816",NA
"129817","en"
"129818","es"
"129819","pt"
"129820",NA
"129821","en"
"129822","es"
"129823","pt"
"129824",NA
"129825","en"
"129826","es"
"129827","pt"
"129828",NA
"129829","en"
"129830","es"
"129831","pt"
"129832",NA
"129833","en"
"129834","es"
"129835","pt"
"129836",NA
"129837","en"
"129838","es"
"129839","pt"
"129840",NA
"129841","en"
"129842","es"
"129843","pt"
"129844",NA
"129845","en"
"129846","es"
"129847","pt"
"129848",NA
"129849","en"
"129850","es"
"129851","pt"
"129852",NA
"129853","en"
"129854","es"
"129855","pt"
"129856",NA
"129857","en"
"129858","es"
"129859","pt"
"129860",NA
"129861","en"
"129862","es"
"129863","pt"
"129864",NA
"129865","en"
"129866","es"
"129867","pt"
"129868",NA
"129869","en"
"129870","es"
"129871","pt"
"129872",NA
"129873","en"
"129874","es"
"129875","pt"
"129876",NA
"129877","en"
"129878","es"
"129879","pt"
"129880",NA
"129881","en"
"129882","es"
"129883","pt"
"129884",NA
"129885","en"
"129886","es"
"129887","pt"
"129888",NA
"129889","en"
"129890","es"
"129891","pt"
"129892",NA
"129893","en"
"129894","es"
"129895","pt"
"129896",NA
"129897","en"
"129898","es"
"129899","pt"
"129900",NA
"129901","en"
"129902","es"
"129903","pt"
"129904",NA
"129905","en"
"129906","es"
"129907","pt"
"129908",NA
"129909","en"
"129910","es"
"129911","pt"
"129912",NA
"129913","en"
"129914","es"
"129915","pt"
"129916",NA
"129917","en"
"129918","es"
"129919","pt"
"129920",NA
"129921","en"
"129922","es"
"129923","pt"
"129924",NA
"129925","en"
"129926","es"
"129927","pt"
"129928",NA
"129929","en"
"129930","es"
"129931","pt"
"129932",NA
"129933","en"
"129934","es"
"129935","pt"
"129936",NA
"129937","en"
"129938","es"
"129939","pt"
"129940",NA
"129941","en"
"129942","es"
"129943","pt"
"129944",NA
"129945","en"
"129946","es"
"129947","pt"
"129948",NA
"129949","en"
"129950","es"
"129951","pt"
"129952",NA
"129953","en"
"129954","es"
"129955","pt"
"129956",NA
"129957","en"
"129958","es"
"129959","pt"
"129960",NA
"129961","en"
"129962","es"
"129963","pt"
"129964",NA
"129965","en"
"129966","es"
"129967","pt"
"129968",NA
"129969","en"
"129970","es"
"129971","pt"
"129972",NA
"129973","en"
"129974","es"
"129975","pt"
"129976",NA
"129977","en"
"129978","es"
"129979","pt"
"129980",NA
"129981","en"
"129982","es"
"129983","pt"
"129984",NA
"129985","en"
"129986","es"
"129987","pt"
"129988",NA
"129989","en"
"129990","es"
"129991","pt"
"129992",NA
"129993","en"
"129994","es"
"129995","pt"
"129996",NA
"129997","en"
"129998","es"
"129999","pt"
"130000",NA
"130001","en"
"130002","es"
"130003","pt"
"130004",NA
"130005","en"
"130006","es"
"130007","pt"
"130008",NA
"130009","en"
"130010","es"
"130011","pt"
"130012",NA
"130013","en"
"130014","es"
"130015","pt"
"130016",NA
"130017","en"
"130018","es"
"130019","pt"
"130020",NA
"130021","en"
"130022","es"
"130023","pt"
"130024",NA
"130025","en"
"130026","es"
"130027","pt"
"130028",NA
"130029","en"
"130030","es"
"130031","pt"
"130032",NA
"130033","en"
"130034","es"
"130035","pt"
"130036",NA
"130037","en"
"130038","es"
"130039","pt"
"130040",NA
"130041","en"
"130042","es"
"130043","pt"
"130044",NA
"130045","en"
"130046","es"
"130047","pt"
"130048",NA
"130049","en"
"130050","es"
"130051","pt"
"130052",NA
"130053","en"
"130054","es"
"130055","pt"
"130056",NA
"130057","en"
"130058","es"
"130059","pt"
"130060",NA
"130061","en"
"130062","es"
"130063","pt"
"130064",NA
"130065","en"
"130066","es"
"130067","pt"
"130068",NA
"130069","en"
"130070","es"
"130071","pt"
"130072",NA
"130073","en"
"130074","es"
"130075","pt"
"130076",NA
"130077","en"
"130078","es"
"130079","pt"
"130080",NA
"130081","en"
"130082","es"
"130083","pt"
"130084",NA
"130085","en"
"130086","es"
"130087","pt"
"130088",NA
"130089","en"
"130090","es"
"130091","pt"
"130092",NA
"130093","en"
"130094","es"
"130095","pt"
"130096",NA
"130097","en"
"130098","es"
"130099","pt"
"130100",NA
"130101","en"
"130102","es"
"130103","pt"
"130104",NA
"130105","en"
"130106","es"
"130107","pt"
"130108",NA
"130109","en"
"130110","es"
"130111","pt"
"130112",NA
"130113","en"
"130114","es"
"130115","pt"
"130116",NA
"130117","en"
"130118","es"
"130119","pt"
"130120",NA
"130121","en"
"130122","es"
"130123","pt"
"130124",NA
"130125","en"
"130126","es"
"130127","pt"
"130128",NA
"130129","en"
"130130","es"
"130131","pt"
"130132",NA
"130133","en"
"130134","es"
"130135","pt"
"130136",NA
"130137","en"
"130138","es"
"130139","pt"
"130140",NA
"130141","en"
"130142","es"
"130143","pt"
"130144",NA
"130145","en"
"130146","es"
"130147","pt"
"130148",NA
"130149","en"
"130150","es"
"130151","pt"
"130152",NA
"130153","en"
"130154","es"
"130155","pt"
"130156",NA
"130157","en"
"130158","es"
"130159","pt"
"130160",NA
"130161","en"
"130162","es"
"130163","pt"
"130164",NA
"130165","en"
"130166","es"
"130167","pt"
"130168",NA
"130169","en"
"130170","es"
"130171","pt"
"130172",NA
"130173","en"
"130174","es"
"130175","pt"
"130176",NA
"130177","en"
"130178","es"
"130179","pt"
"130180",NA
"130181","en"
"130182","es"
"130183","pt"
"130184",NA
"130185","en"
"130186","es"
"130187","pt"
"130188",NA
"130189","en"
"130190","es"
"130191","pt"
"130192",NA
"130193","en"
"130194","es"
"130195","pt"
"130196",NA
"130197","en"
"130198","es"
"130199","pt"
"130200",NA
"130201","en"
"130202","es"
"130203","pt"
"130204",NA
"130205","en"
"130206","es"
"130207","pt"
"130208",NA
"130209","en"
"130210","es"
"130211","pt"
"130212",NA
"130213","en"
"130214","es"
"130215","pt"
"130216",NA
"130217","en"
"130218","es"
"130219","pt"
"130220",NA
"130221","en"
"130222","es"
"130223","pt"
"130224",NA
"130225","en"
"130226","es"
"130227","pt"
"130228",NA
"130229","en"
"130230","es"
"130231","pt"
"130232",NA
"130233","en"
"130234","es"
"130235","pt"
"130236",NA
"130237","en"
"130238","es"
"130239","pt"
"130240",NA
"130241","en"
"130242","es"
"130243","pt"
"130244",NA
"130245","en"
"130246","es"
"130247","pt"
"130248",NA
"130249","en"
"130250","es"
"130251","pt"
"130252",NA
"130253","en"
"130254","es"
"130255","pt"
"130256",NA
"130257","en"
"130258","es"
"130259","pt"
"130260",NA
"130261","en"
"130262","es"
"130263","pt"
"130264",NA
"130265","en"
"130266","es"
"130267","pt"
"130268",NA
"130269","en"
"130270","es"
"130271","pt"
"130272",NA
"130273","en"
"130274","es"
"130275","pt"
"130276",NA
"130277","en"
"130278","es"
"130279","pt"
"130280",NA
"130281","en"
"130282","es"
"130283","pt"
"130284",NA
"130285","en"
"130286","es"
"130287","pt"
"130288",NA
"130289","en"
"130290","es"
"130291","pt"
"130292",NA
"130293","en"
"130294","es"
"130295","pt"
"130296",NA
"130297","en"
"130298","es"
"130299","pt"
"130300",NA
"130301","en"
"130302","es"
"130303","pt"
"130304",NA
"130305","en"
"130306","es"
"130307","pt"
"130308",NA
"130309","en"
"130310","es"
"130311","pt"
"130312",NA
"130313","en"
"130314","es"
"130315","pt"
"130316",NA
"130317","en"
"130318","es"
"130319","pt"
"130320",NA
"130321","en"
"130322","es"
"130323","pt"
"130324",NA
"130325","en"
"130326","es"
"130327","pt"
"130328",NA
"130329","en"
"130330","es"
"130331","pt"
"130332",NA
"130333","en"
"130334","es"
"130335","pt"
"130336",NA
"130337","en"
"130338","es"
"130339","pt"
"130340",NA
"130341","en"
"130342","es"
"130343","pt"
"130344",NA
"130345","en"
"130346","es"
"130347","pt"
"130348",NA
"130349","en"
"130350","es"
"130351","pt"
"130352",NA
"130353","en"
"130354","es"
"130355","pt"
"130356",NA
"130357","en"
"130358","es"
"130359","pt"
"130360",NA
"130361","en"
"130362","es"
"130363","pt"
"130364",NA
"130365","en"
"130366","es"
"130367","pt"
"130368",NA
"130369","en"
"130370","es"
"130371","pt"
"130372",NA
"130373","en"
"130374","es"
"130375","pt"
"130376",NA
"130377","en"
"130378","es"
"130379","pt"
"130380",NA
"130381","en"
"130382","es"
"130383","pt"
"130384",NA
"130385","en"
"130386","es"
"130387","pt"
"130388",NA
"130389","en"
"130390","es"
"130391","pt"
"130392",NA
"130393","en"
"130394","es"
"130395","pt"
"130396",NA
"130397","en"
"130398","es"
"130399","pt"
"130400",NA
"130401","en"
"130402","es"
"130403","pt"
"130404",NA
"130405","en"
"130406","es"
"130407","pt"
"130408",NA
"130409","en"
"130410","es"
"130411","pt"
"130412",NA
"130413","en"
"130414","es"
"130415","pt"
"130416",NA
"130417","en"
"130418","es"
"130419","pt"
"130420",NA
"130421","en"
"130422","es"
"130423","pt"
"130424",NA
"130425","en"
"130426","es"
"130427","pt"
"130428",NA
"130429","en"
"130430","es"
"130431","pt"
"130432",NA
"130433","en"
"130434","es"
"130435","pt"
"130436",NA
"130437","en"
"130438","es"
"130439","pt"
"130440",NA
"130441","en"
"130442","es"
"130443","pt"
"130444",NA
"130445","en"
"130446","es"
"130447","pt"
"130448",NA
"130449","en"
"130450","es"
"130451","pt"
"130452",NA
"130453","en"
"130454","es"
"130455","pt"
"130456",NA
"130457","en"
"130458","es"
"130459","pt"
"130460",NA
"130461","en"
"130462","es"
"130463","pt"
"130464",NA
"130465","en"
"130466","es"
"130467","pt"
"130468",NA
"130469","en"
"130470","es"
"130471","pt"
"130472",NA
"130473","en"
"130474","es"
"130475","pt"
"130476",NA
"130477","en"
"130478","es"
"130479","pt"
"130480",NA
"130481","en"
"130482","es"
"130483","pt"
"130484",NA
"130485","en"
"130486","es"
"130487","pt"
"130488",NA
"130489","en"
"130490","es"
"130491","pt"
"130492",NA
"130493","en"
"130494","es"
"130495","pt"
"130496",NA
"130497","en"
"130498","es"
"130499","pt"
"130500",NA
"130501","en"
"130502","es"
"130503","pt"
"130504",NA
"130505","en"
"130506","es"
"130507","pt"
"130508",NA
"130509","en"
"130510","es"
"130511","pt"
"130512",NA
"130513","en"
"130514","es"
"130515","pt"
"130516",NA
"130517","en"
"130518","es"
"130519","pt"
"130520",NA
"130521","en"
"130522","es"
"130523","pt"
"130524",NA
"130525","en"
"130526","es"
"130527","pt"
"130528",NA
"130529","en"
"130530","es"
"130531","pt"
"130532",NA
"130533","en"
"130534","es"
"130535","pt"
"130536",NA
"130537","en"
"130538","es"
"130539","pt"
"130540",NA
"130541","en"
"130542","es"
"130543","pt"
"130544",NA
"130545","en"
"130546","es"
"130547","pt"
"130548",NA
"130549","en"
"130550","es"
"130551","pt"
"130552",NA
"130553","en"
"130554","es"
"130555","pt"
"130556",NA
"130557","en"
"130558","es"
"130559","pt"
"130560",NA
"130561","en"
"130562","es"
"130563","pt"
"130564",NA
"130565","en"
"130566","es"
"130567","pt"
"130568",NA
"130569","en"
"130570","es"
"130571","pt"
"130572",NA
"130573","en"
"130574","es"
"130575","pt"
"130576",NA
"130577","en"
"130578","es"
"130579","pt"
"130580",NA
"130581","en"
"130582","es"
"130583","pt"
"130584",NA
"130585","en"
"130586","es"
"130587","pt"
"130588",NA
"130589","en"
"130590","es"
"130591","pt"
"130592",NA
"130593","en"
"130594","es"
"130595","pt"
"130596",NA
"130597","en"
"130598","es"
"130599","pt"
"130600",NA
"130601","en"
"130602","es"
"130603","pt"
"130604",NA
"130605","en"
"130606","es"
"130607","pt"
"130608",NA
"130609","en"
"130610","es"
"130611","pt"
"130612",NA
"130613","en"
"130614","es"
"130615","pt"
"130616",NA
"130617","en"
"130618","es"
"130619","pt"
"130620",NA
"130621","en"
"130622","es"
"130623","pt"
"130624",NA
"130625","en"
"130626","es"
"130627","pt"
"130628",NA
"130629","en"
"130630","es"
"130631","pt"
"130632",NA
"130633","en"
"130634","es"
"130635","pt"
"130636",NA
"130637","en"
"130638","es"
"130639","pt"
"130640",NA
"130641","en"
"130642","es"
"130643","pt"
"130644",NA
"130645","en"
"130646","es"
"130647","pt"
"130648",NA
"130649","en"
"130650","es"
"130651","pt"
"130652",NA
"130653","en"
"130654","es"
"130655","pt"
"130656",NA
"130657","en"
"130658","es"
"130659","pt"
"130660",NA
"130661","en"
"130662","es"
"130663","pt"
"130664",NA
"130665","en"
"130666","es"
"130667","pt"
"130668",NA
"130669","en"
"130670","es"
"130671","pt"
"130672",NA
"130673","en"
"130674","es"
"130675","pt"
"130676",NA
"130677","en"
"130678","es"
"130679","pt"
"130680",NA
"130681","en"
"130682","es"
"130683","pt"
"130684",NA
"130685","en"
"130686","es"
"130687","pt"
"130688",NA
"130689","en"
"130690","es"
"130691","pt"
"130692",NA
"130693","en"
"130694","es"
"130695","pt"
"130696",NA
"130697","en"
"130698","es"
"130699","pt"
"130700",NA
"130701","en"
"130702","es"
"130703","pt"
"130704",NA
"130705","en"
"130706","es"
"130707","pt"
"130708",NA
"130709","en"
"130710","es"
"130711","pt"
"130712",NA
"130713","en"
"130714","es"
"130715","pt"
"130716",NA
"130717","en"
"130718","es"
"130719","pt"
"130720",NA
"130721","en"
"130722","es"
"130723","pt"
"130724",NA
"130725","en"
"130726","es"
"130727","pt"
"130728",NA
"130729","en"
"130730","es"
"130731","pt"
"130732",NA
"130733","en"
"130734","es"
"130735","pt"
"130736",NA
"130737","en"
"130738","es"
"130739","pt"
"130740",NA
"130741","en"
"130742","es"
"130743","pt"
"130744",NA
"130745","en"
"130746","es"
"130747","pt"
"130748",NA
"130749","en"
"130750","es"
"130751","pt"
"130752",NA
"130753","en"
"130754","es"
"130755","pt"
"130756",NA
"130757","en"
"130758","es"
"130759","pt"
"130760",NA
"130761","en"
"130762","es"
"130763","pt"
"130764",NA
"130765","en"
"130766","es"
"130767","pt"
"130768",NA
"130769","en"
"130770","es"
"130771","pt"
"130772",NA
"130773","en"
"130774","es"
"130775","pt"
"130776",NA
"130777","en"
"130778","es"
"130779","pt"
"130780",NA
"130781","en"
"130782","es"
"130783","pt"
"130784",NA
"130785","en"
"130786","es"
"130787","pt"
"130788",NA
"130789","en"
"130790","es"
"130791","pt"
"130792",NA
"130793","en"
"130794","es"
"130795","pt"
"130796",NA
"130797","en"
"130798","es"
"130799","pt"
"130800",NA
"130801","en"
"130802","es"
"130803","pt"
"130804",NA
"130805","en"
"130806","es"
"130807","pt"
"130808",NA
"130809","en"
"130810","es"
"130811","pt"
"130812",NA
"130813","en"
"130814","es"
"130815","pt"
"130816",NA
"130817","en"
"130818","es"
"130819","pt"
"130820",NA
"130821","en"
"130822","es"
"130823","pt"
"130824",NA
"130825","en"
"130826","es"
"130827","pt"
"130828",NA
"130829","en"
"130830","es"
"130831","pt"
"130832",NA
"130833","en"
"130834","es"
"130835","pt"
"130836",NA
"130837","en"
"130838","es"
"130839","pt"
"130840",NA
"130841","en"
"130842","es"
"130843","pt"
"130844",NA
"130845","en"
"130846","es"
"130847","pt"
"130848",NA
"130849","en"
"130850","es"
"130851","pt"
"130852",NA
"130853","en"
"130854","es"
"130855","pt"
"130856",NA
"130857","en"
"130858","es"
"130859","pt"
"130860",NA
"130861","en"
"130862","es"
"130863","pt"
"130864",NA
"130865","en"
"130866","es"
"130867","pt"
"130868",NA
"130869","en"
"130870","es"
"130871","pt"
"130872",NA
"130873","en"
"130874","es"
"130875","pt"
"130876",NA
"130877","en"
"130878","es"
"130879","pt"
"130880",NA
"130881","en"
"130882","es"
"130883","pt"
"130884",NA
"130885","en"
"130886","es"
"130887","pt"
"130888",NA
"130889","en"
"130890","es"
"130891","pt"
"130892",NA
"130893","en"
"130894","es"
"130895","pt"
"130896",NA
"130897","en"
"130898","es"
"130899","pt"
"130900",NA
"130901","en"
"130902","es"
"130903","pt"
"130904",NA
"130905","en"
"130906","es"
"130907","pt"
"130908",NA
"130909","en"
"130910","es"
"130911","pt"
"130912",NA
"130913","en"
"130914","es"
"130915","pt"
"130916",NA
"130917","en"
"130918","es"
"130919","pt"
"130920",NA
"130921","en"
"130922","es"
"130923","pt"
"130924",NA
"130925","en"
"130926","es"
"130927","pt"
"130928",NA
"130929","en"
"130930","es"
"130931","pt"
"130932",NA
"130933","en"
"130934","es"
"130935","pt"
"130936",NA
"130937","en"
"130938","es"
"130939","pt"
"130940",NA
"130941","en"
"130942","es"
"130943","pt"
"130944",NA
"130945","en"
"130946","es"
"130947","pt"
"130948",NA
"130949","en"
"130950","es"
"130951","pt"
"130952",NA
"130953","en"
"130954","es"
"130955","pt"
"130956",NA
"130957","en"
"130958","es"
"130959","pt"
"130960",NA
"130961","en"
"130962","es"
"130963","pt"
"130964",NA
"130965","en"
"130966","es"
"130967","pt"
"130968",NA
"130969","en"
"130970","es"
"130971","pt"
"130972",NA
"130973","en"
"130974","es"
"130975","pt"
"130976",NA
"130977","en"
"130978","es"
"130979","pt"
"130980",NA
"130981","en"
"130982","es"
"130983","pt"
"130984",NA
"130985","en"
"130986","es"
"130987","pt"
"130988",NA
"130989","en"
"130990","es"
"130991","pt"
"130992",NA
"130993","en"
"130994","es"
"130995","pt"
"130996",NA
"130997","en"
"130998","es"
"130999","pt"
"131000",NA
"131001","en"
"131002","es"
"131003","pt"
"131004",NA
"131005","en"
"131006","es"
"131007","pt"
"131008",NA
"131009","en"
"131010","es"
"131011","pt"
"131012",NA
"131013","en"
"131014","es"
"131015","pt"
"131016",NA
"131017","en"
"131018","es"
"131019","pt"
"131020",NA
"131021","en"
"131022","es"
"131023","pt"
"131024",NA
"131025","en"
"131026","es"
"131027","pt"
"131028",NA
"131029","en"
"131030","es"
"131031","pt"
"131032",NA
"131033","en"
"131034","es"
"131035","pt"
"131036",NA
"131037","en"
"131038","es"
"131039","pt"
"131040",NA
"131041","en"
"131042","es"
"131043","pt"
"131044",NA
"131045","en"
"131046","es"
"131047","pt"
"131048",NA
"131049","en"
"131050","es"
"131051","pt"
"131052",NA
"131053","en"
"131054","es"
"131055","pt"
"131056",NA
"131057","en"
"131058","es"
"131059","pt"
"131060",NA
"131061","en"
"131062","es"
"131063","pt"
"131064",NA
"131065","en"
"131066","es"
"131067","pt"
"131068",NA
"131069","en"
"131070","es"
"131071","pt"
"131072",NA
"131073","en"
"131074","es"
"131075","pt"
"131076",NA
"131077","en"
"131078","es"
"131079","pt"
"131080",NA
"131081","en"
"131082","es"
"131083","pt"
"131084",NA
"131085","en"
"131086","es"
"131087","pt"
"131088",NA
"131089","en"
"131090","es"
"131091","pt"
"131092",NA
"131093","en"
"131094","es"
"131095","pt"
"131096",NA
"131097","en"
"131098","es"
"131099","pt"
"131100",NA
"131101","en"
"131102","es"
"131103","pt"
"131104",NA
"131105","en"
"131106","es"
"131107","pt"
"131108",NA
"131109","en"
"131110","es"
"131111","pt"
"131112",NA
"131113","en"
"131114","es"
"131115","pt"
"131116",NA
"131117","en"
"131118","es"
"131119","pt"
"131120",NA
"131121","en"
"131122","es"
"131123","pt"
"131124",NA
"131125","en"
"131126","es"
"131127","pt"
"131128",NA
"131129","en"
"131130","es"
"131131","pt"
"131132",NA
"131133","en"
"131134","es"
"131135","pt"
"131136",NA
"131137","en"
"131138","es"
"131139","pt"
"131140",NA
"131141","en"
"131142","es"
"131143","pt"
"131144",NA
"131145","en"
"131146","es"
"131147","pt"
"131148",NA
"131149","en"
"131150","es"
"131151","pt"
"131152",NA
"131153","en"
"131154","es"
"131155","pt"
"131156",NA
"131157","en"
"131158","es"
"131159","pt"
"131160",NA
"131161","en"
"131162","es"
"131163","pt"
"131164",NA
"131165","en"
"131166","es"
"131167","pt"
"131168",NA
"131169","en"
"131170","es"
"131171","pt"
"131172",NA
"131173","en"
"131174","es"
"131175","pt"
"131176",NA
"131177","en"
"131178","es"
"131179","pt"
"131180",NA
"131181","en"
"131182","es"
"131183","pt"
"131184",NA
"131185","en"
"131186","es"
"131187","pt"
"131188",NA
"131189","en"
"131190","es"
"131191","pt"
"131192",NA
"131193","en"
"131194","es"
"131195","pt"
"131196",NA
"131197","en"
"131198","es"
"131199","pt"
"131200",NA
"131201","en"
"131202","es"
"131203","pt"
"131204",NA
"131205","en"
"131206","es"
"131207","pt"
"131208",NA
"131209","en"
"131210","es"
"131211","pt"
"131212",NA
"131213","en"
"131214","es"
"131215","pt"
"131216",NA
"131217","en"
"131218","es"
"131219","pt"
"131220",NA
"131221","en"
"131222","es"
"131223","pt"
"131224",NA
"131225","en"
"131226","es"
"131227","pt"
"131228",NA
"131229","en"
"131230","es"
"131231","pt"
"131232",NA
"131233","en"
"131234","es"
"131235","pt"
"131236",NA
"131237","en"
"131238","es"
"131239","pt"
"131240",NA
"131241","en"
"131242","es"
"131243","pt"
"131244",NA
"131245","en"
"131246","es"
"131247","pt"
"131248",NA
"131249","en"
"131250","es"
"131251","pt"
"131252",NA
"131253","en"
"131254","es"
"131255","pt"
"131256",NA
"131257","en"
"131258","es"
"131259","pt"
"131260",NA
"131261","en"
"131262","es"
"131263","pt"
"131264",NA
"131265","en"
"131266","es"
"131267","pt"
"131268",NA
"131269","en"
"131270","es"
"131271","pt"
"131272",NA
"131273","en"
"131274","es"
"131275","pt"
"131276",NA
"131277","en"
"131278","es"
"131279","pt"
"131280",NA
"131281","en"
"131282","es"
"131283","pt"
"131284",NA
"131285","en"
"131286","es"
"131287","pt"
"131288",NA
"131289","en"
"131290","es"
"131291","pt"
"131292",NA
"131293","en"
"131294","es"
"131295","pt"
"131296",NA
"131297","en"
"131298","es"
"131299","pt"
"131300",NA
"131301","en"
"131302","es"
"131303","pt"
"131304",NA
"131305","en"
"131306","es"
"131307","pt"
"131308",NA
"131309","en"
"131310","es"
"131311","pt"
"131312",NA
"131313","en"
"131314","es"
"131315","pt"
"131316",NA
"131317","en"
"131318","es"
"131319","pt"
"131320",NA
"131321","en"
"131322","es"
"131323","pt"
"131324",NA
"131325","en"
"131326","es"
"131327","pt"
"131328",NA
"131329","en"
"131330","es"
"131331","pt"
"131332",NA
"131333","en"
"131334","es"
"131335","pt"
"131336",NA
"131337","en"
"131338","es"
"131339","pt"
"131340",NA
"131341","en"
"131342","es"
"131343","pt"
"131344",NA
"131345","en"
"131346","es"
"131347","pt"
"131348",NA
"131349","en"
"131350","es"
"131351","pt"
"131352",NA
"131353","en"
"131354","es"
"131355","pt"
"131356",NA
"131357","en"
"131358","es"
"131359","pt"
"131360",NA
"131361","en"
"131362","es"
"131363","pt"
"131364",NA
"131365","en"
"131366","es"
"131367","pt"
"131368",NA
"131369","en"
"131370","es"
"131371","pt"
"131372",NA
"131373","en"
"131374","es"
"131375","pt"
"131376",NA
"131377","en"
"131378","es"
"131379","pt"
"131380",NA
"131381","en"
"131382","es"
"131383","pt"
"131384",NA
"131385","en"
"131386","es"
"131387","pt"
"131388",NA
"131389","en"
"131390","es"
"131391","pt"
"131392",NA
"131393","en"
"131394","es"
"131395","pt"
"131396",NA
"131397","en"
"131398","es"
"131399","pt"
"131400",NA
"131401","en"
"131402","es"
"131403","pt"
"131404",NA
"131405","en"
"131406","es"
"131407","pt"
"131408",NA
"131409","en"
"131410","es"
"131411","pt"
"131412",NA
"131413","en"
"131414","es"
"131415","pt"
"131416",NA
"131417","en"
"131418","es"
"131419","pt"
"131420",NA
"131421","en"
"131422","es"
"131423","pt"
"131424",NA
"131425","en"
"131426","es"
"131427","pt"
"131428",NA
"131429","en"
"131430","es"
"131431","pt"
"131432",NA
"131433","en"
"131434","es"
"131435","pt"
"131436",NA
"131437","en"
"131438","es"
"131439","pt"
"131440",NA
"131441","en"
"131442","es"
"131443","pt"
"131444",NA
"131445","en"
"131446","es"
"131447","pt"
"131448",NA
"131449","en"
"131450","es"
"131451","pt"
"131452",NA
"131453","en"
"131454","es"
"131455","pt"
"131456",NA
"131457","en"
"131458","es"
"131459","pt"
"131460",NA
"131461","en"
"131462","es"
"131463","pt"
"131464",NA
"131465","en"
"131466","es"
"131467","pt"
"131468",NA
"131469","en"
"131470","es"
"131471","pt"
"131472",NA
"131473","en"
"131474","es"
"131475","pt"
"131476",NA
"131477","en"
"131478","es"
"131479","pt"
"131480",NA
"131481","en"
"131482","es"
"131483","pt"
"131484",NA
"131485","en"
"131486","es"
"131487","pt"
"131488",NA
"131489","en"
"131490","es"
"131491","pt"
"131492",NA
"131493","en"
"131494","es"
"131495","pt"
"131496",NA
"131497","en"
"131498","es"
"131499","pt"
"131500",NA
"131501","en"
"131502","es"
"131503","pt"
"131504",NA
"131505","en"
"131506","es"
"131507","pt"
"131508",NA
"131509","en"
"131510","es"
"131511","pt"
"131512",NA
"131513","en"
"131514","es"
"131515","pt"
"131516",NA
"131517","en"
"131518","es"
"131519","pt"
"131520",NA
"131521","en"
"131522","es"
"131523","pt"
"131524",NA
"131525","en"
"131526","es"
"131527","pt"
"131528",NA
"131529","en"
"131530","es"
"131531","pt"
"131532",NA
"131533","en"
"131534","es"
"131535","pt"
"131536",NA
"131537","en"
"131538","es"
"131539","pt"
"131540",NA
"131541","en"
"131542","es"
"131543","pt"
"131544",NA
"131545","en"
"131546","es"
"131547","pt"
"131548",NA
"131549","en"
"131550","es"
"131551","pt"
"131552",NA
"131553","en"
"131554","es"
"131555","pt"
"131556",NA
"131557","en"
"131558","es"
"131559","pt"
"131560",NA
"131561","en"
"131562","es"
"131563","pt"
"131564",NA
"131565","en"
"131566","es"
"131567","pt"
"131568",NA
"131569","en"
"131570","es"
"131571","pt"
"131572",NA
"131573","en"
"131574","es"
"131575","pt"
"131576",NA
"131577","en"
"131578","es"
"131579","pt"
"131580",NA
"131581","en"
"131582","es"
"131583","pt"
"131584",NA
"131585","en"
"131586","es"
"131587","pt"
"131588",NA
"131589","en"
"131590","es"
"131591","pt"
"131592",NA
"131593","en"
"131594","es"
"131595","pt"
"131596",NA
"131597","en"
"131598","es"
"131599","pt"
"131600",NA
"131601","en"
"131602","es"
"131603","pt"
"131604",NA
"131605","en"
"131606","es"
"131607","pt"
"131608",NA
"131609","en"
"131610","es"
"131611","pt"
"131612",NA
"131613","en"
"131614","es"
"131615","pt"
"131616",NA
"131617","en"
"131618","es"
"131619","pt"
"131620",NA
"131621","en"
"131622","es"
"131623","pt"
"131624",NA
"131625","en"
"131626","es"
"131627","pt"
"131628",NA
"131629","en"
"131630","es"
"131631","pt"
"131632",NA
"131633","en"
"131634","es"
"131635","pt"
"131636",NA
"131637","en"
"131638","es"
"131639","pt"
"131640",NA
"131641","en"
"131642","es"
"131643","pt"
"131644",NA
"131645","en"
"131646","es"
"131647","pt"
"131648",NA
"131649","en"
"131650","es"
"131651","pt"
"131652",NA
"131653","en"
"131654","es"
"131655","pt"
"131656",NA
"131657","en"
"131658","es"
"131659","pt"
"131660",NA
"131661","en"
"131662","es"
"131663","pt"
"131664",NA
"131665","en"
"131666","es"
"131667","pt"
"131668",NA
"131669","en"
"131670","es"
"131671","pt"
"131672",NA
"131673","en"
"131674","es"
"131675","pt"
"131676",NA
"131677","en"
"131678","es"
"131679","pt"
"131680",NA
"131681","en"
"131682","es"
"131683","pt"
"131684",NA
"131685","en"
"131686","es"
"131687","pt"
"131688",NA
"131689","en"
"131690","es"
"131691","pt"
"131692",NA
"131693","en"
"131694","es"
"131695","pt"
"131696",NA
"131697","en"
"131698","es"
"131699","pt"
"131700",NA
"131701","en"
"131702","es"
"131703","pt"
"131704",NA
"131705","en"
"131706","es"
"131707","pt"
"131708",NA
"131709","en"
"131710","es"
"131711","pt"
"131712",NA
"131713","en"
"131714","es"
"131715","pt"
"131716",NA
"131717","en"
"131718","es"
"131719","pt"
"131720",NA
"131721","en"
"131722","es"
"131723","pt"
"131724",NA
"131725","en"
"131726","es"
"131727","pt"
"131728",NA
"131729","en"
"131730","es"
"131731","pt"
